"Sample01" "Sample02" "Sample03" "Sample04" "Sample05" "Sample06" "Sample07" "Sample08" "Sample09" "Sample10" "Sample11" "Sample12" "Sample13" "Sample14" "Sample15" "Sample16" "Sample17" "Sample18" "Sample19" "Sample20" "Sample21" "Sample22" "Sample23" "Sample24" "Sample25" "Sample26" "Sample27" "Sample28" "Sample29" "Sample30" "Sample31" "Sample32" "Sample33" "Sample34" "Sample35" "Sample36" "Sample37" "Sample38" "Sample39" "Sample40" "Sample41" "Sample42" "Sample43" "Sample44" "Sample45" "Sample46" "Sample47" "Sample48" "Sample49" "Sample50" "Sample51" "Sample52" "Sample53" "Sample54" "Sample55" "Sample56" "Sample57" "Sample58" "Sample59" "Sample60" "Sample61" "Sample62" "Sample63"
"Microbe83" 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe84" 3 0 0 2 0 0 0 0 1 0 0 7 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 6 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe85" 0 0 5 2 0 1 1 2 1 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 1 2 1 1 4 0 0 0 0 0 3 0 7 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe86" 3 0 150 81 0 3 3 0 0 1 0 261 2 0 0 0 2 0 0 4 0 2 0 0 123 1 0 10 1 95 2 1 44 0 0 0 0 0 0 0 0 13 0 0 6 125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe87" 42 2802 92 2567 29 177 1413 20 690 679 37 612 4 122 2579 63 245 23 5 130 85 0 8 283 313 221 18 853 422 120 207 844 173 68 5 5 5 13 10 1429 13 112 10 933 504 325 0 40 2 1 0 21 1 2 36 8 0 0 4 1 0 1 0
"Microbe88" 9 0 0 0 2 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe89" 0 2 1 0 0 0 4 4 0 2 0 0 0 2 0 0 0 0 0 0 0 2 0 1 1 2 2 0 1 0 0 2 0 1 3 0 0 1 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe90" 0 4 0 0 1 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe91" 0 1 2 0 1 3 1 0 2 0 0 0 0 0 0 0 6 1 0 0 0 0 1 2 2 0 0 3 1 0 5 2 0 0 0 1 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
"Microbe92" 0 0 0 2 0 1 0 0 0 0 1 7 0 0 0 0 0 0 0 3 0 0 0 2 0 2 0 1 0 0 2 0 1 1 0 1 0 0 0 1 0 1 0 0 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe93" 0 0 0 0 0 0 9 0 1 0 0 0 0 1 0 0 0 1 0 3 0 0 1 0 1 0 0 0 0 0 4 0 1 0 0 0 0 3 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe94" 1 0 6 1 0 0 43 37 2 0 0 2 0 3 5 1 0 0 1 0 1 0 0 12 3 1 8 0 22 2 0 6 1 41 12 4 9 1 1 3 1 2 0 0 1 6 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0
"Microbe95" 1 75 2 0 0 0 15 0 4 19 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 1 0 3 0 0 0 3 0 3 0 0 0 5 0 0 0 1 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0
"Microbe96" 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 3 1 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe97" 0 1 0 0 0 9 1 11 0 5 0 3 0 20 0 0 0 0 0 0 0 0 3 1 0 0 11 0 1 0 0 1 0 0 7 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe98" 0 0 0 0 0 0 1 33 0 0 2 0 0 1 0 9 0 1 0 0 0 1 0 2 0 8 4 0 0 0 0 0 1 8 11 0 2 0 0 18 0 4 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe99" 43 0 0 33 13 6 1 0 0 3 0 0 1 0 2 0 3 0 0 0 0 0 0 0 15 2 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0
"Microbe100" 388 158 264 142 227 250 155 31 83 237 9 185 3 169 133 39 143 2 0 21 69 21 18 39 77 68 7 304 359 44 68 60 125 21 7 7 1 87 6 86 27 98 4 25 257 231 1 10 15 0 1 23 1 35 62 3 9 0 6 3 1 1 0
"Microbe101" 0 0 0 0 0 0 0 26 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"Microbe102" 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 2 0 0 0 3 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"Microbe103" 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 4 0 0 0 6 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe104" 2 0 0 1 0 0 4 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe105" 1 13 3 1 0 96 19 0 5 13 0 3 0 1 5 1 4 0 0 1 17 0 22 2 0 0 3 92 2 0 0 11 0 0 0 4 0 0 0 1 0 0 0 0 13 0 0 0 0 0 0 37 1 0 0 0 0 1 0 0 0 0 0
"Microbe106" 4 0 452 0 3 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 168 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe107" 107 28 1073 192 72 123 46 43 87 13 16 231 2 24 87 130 147 25 3 48 261 40 37 67 112 240 16 232 44 118 1191 21 25 45 18 18 3 513 5 70 7 18 1 740 233 1326 3 181 22 4 2 22 4 25 188 3 2 0 3 3 1 0 0
"Microbe108" 4 0 3 2 5 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 1 0 0 0 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 5 1 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0
"Microbe109" 105 0 0 3 49 56 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 7 0 365 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe110" 0 0 1 0 1 4 2 8 0 0 0 0 0 0 0 0 2 0 0 0 1 0 2 0 1 1 0 0 1 0 0 0 1 0 1 0 0 3 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe111" 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 4 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"Microbe112" 24 23 1640 407 12 36 102 2 118 11 15 20 18 247 69 158 6 6 1 68 78 154 62 34 1324 68 15 40 595 441 571 33 33 14 1 151 6 14 40 45 22 19 4 78 18 618 27 94 27 0 0 4 0 0 38 7 16 9 1 2 0 0 2
"Microbe113" 0 0 0 1 0 1 2 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 5 0 0 0 1 0 0 0 0 5 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"Microbe114" 0 0 2 3 1 4 11 1 0 0 1 9 0 0 0 1 1 0 0 1 2 0 7 2 4 1 0 7 0 1 0 8 0 2 0 0 1 1 0 2 0 0 2 2 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"Microbe115" 29 77 40 194 12 77 30 202 26 46 23 33 4 4 46 8 0 1 6 118 17 6 3 191 168 478 36 0 115 124 169 16 38 186 52 23 14 58 1 130 18 24 1 60 2 68 0 18 0 6 7 10 0 4 18 0 7 0 2 0 0 0 0
"Microbe116" 0 5 7 3 0 1 40 5 2 4 26 7 0 19 3 1 0 0 0 19 1 1 5 7 2 2 2 0 5 0 3 38 6 19 1 9 0 60 3 5 1 1 0 6 0 7 1 0 0 0 0 1 0 0 2 0 1 0 0 0 0 0 0
"Microbe117" 0 0 1 1 0 0 159 2652 130 0 25 0 1 43 163 66 0 8 29 207 2 0 6 212 5 129 37 0 1 1 29 74 44 142 422 0 14 70 1 334 1 27 33 73 0 2 0 5 0 0 10 0 0 0 132 1 0 0 1 0 0 1 0
"Microbe118" 0 0 0 0 1 3 4 1 1 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe119" 1 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 3 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe120" 0 0 0 0 0 0 2 10 0 0 0 0 0 0 0 0 0 0 0 9 0 0 2 1 0 3 0 0 0 0 0 1 1 1 4 2 0 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"Microbe121" 2 0 0 3 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 2 0 0 17 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"Microbe122" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe123" 2 0 0 0 2 3 0 0 0 0 0 1 0 0 0 1 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe124" 128 86 184 90 68 117 165 132 530 51 27 144 3 54 249 12 92 2 1 21 81 22 106 19 56 16 53 194 45 29 7 42 50 64 13 21 23 66 4 32 12 17 2 15 48 231 5 9 1 1 5 13 1 0 4 1 0 0 0 1 1 0 1
"Microbe125" 0 0 6 0 0 0 0 2 1 0 0 1 0 0 0 0 6 0 0 1 0 0 9 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe126" 1 0 0 2 0 1 0 9 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 5 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe127" 2 0 0 0 0 3 0 101 0 0 0 2 1 0 0 0 0 0 0 0 0 0 2 2 0 0 48 0 4 0 0 0 0 0 1 0 10 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe128" 132 325 236 1925 75 15 55 24 72 338 41 12 8 353 13 63 4 17 0 101 60 127 90 109 430 200 224 415 390 120 52 30 18 17 13 34 62 1291 26 12 5 17 5 34 42 195 19 26 0 1 1 12 0 0 550 2 17 2 11 3 0 0 5
"Microbe129" 0 0 3 11 0 3 7 1 0 0 0 10 1 0 0 0 2 1 0 0 5 0 6 2 4 4 0 4 0 1 3 0 0 4 0 1 1 4 0 0 0 0 0 1 0 0 0 2 0 0 3 0 0 0 1 0 0 0 0 0 0 0 0
"Microbe130" 8 0 10 17 7 2 27 10 0 1 1 0 0 2 1 7 5 3 0 1 3 0 1 0 50 1 2 4 11 84 86 6 3 2 2 0 1 5 0 2 0 3 0 124 1 43 0 7 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0
"Microbe131" 4 3 3 3 2 17 19 0 0 13 0 2 0 0 2 2 4 0 1 5 0 0 7 0 3 6 3 4 2 3 4 23 5 1 1 1 2 1 1 5 0 2 0 3 2 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe132" 13 19 19 69 8 44 144 228 30 14 4 10 1 10 12 10 13 15 1 65 0 45 13 35 34 93 37 5 205 15 67 55 13 81 62 19 18 30 0 50 7 7 5 41 5 5 14 12 2 3 3 9 0 0 33 2 5 1 0 0 0 0 0
"Microbe133" 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 1 0 14 0 0 0 23 0 1 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 1 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"Microbe134" 1 0 0 0 1 2 0 0 1 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
"Microbe135" 0 0 1 0 0 1 3 0 0 0 0 2 0 1 0 1 0 0 1 2 1 0 0 1 5 0 0 1 0 0 0 2 1 1 0 0 0 1 0 0 0 0 1 4 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
"Microbe136" 0 0 0 0 0 1 210 9 0 0 0 0 0 28 0 2 0 3 1 1 1 28 1 22 1 7 6 0 0 0 0 20 0 3 6 0 3 1 1 10 0 0 4 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"Microbe137" 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 2 0 2 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe138" 4 1 2 2 0 6 0 0 0 0 0 2 0 0 2 0 3 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe139" 5427 4410 5013 2892 3492 2596 5234 1069 1754 5521 201 2532 25 3564 1733 334 2941 31 6 574 2401 577 943 937 1883 1483 797 3808 8154 1041 700 2055 1525 340 245 229 197 73 267 1693 703 920 20 445 3356 3811 180 144 17 1 1 266 31 302 440 22 185 11 74 37 2 3 12
"Microbe140" 3 0 1 0 5 0 0 1 1 0 0 0 0 3 1 0 5 0 0 0 1 0 0 1 0 0 0 0 0 1 5 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"Microbe141" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Microbe142" 0 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe143" 2 0 17 10 1 9 13 0 2 0 0 10 0 0 2 0 15 0 0 0 1 0 5 0 6 0 1 0 2 0 0 5 6 1 0 0 1 3 1 2 0 4 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe144" 0 0 0 1 0 0 2 2 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 1 0 0 0 1 0 0 2 0 0 0 1 0 0 1 0 1 0 0 6 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"Microbe145" 1 0 2 1 0 1 0 0 7 0 0 0 1 0 0 1 5 0 0 0 0 2 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe146" 55 88 14 4 42 8 2 2 22 67 0 2 0 1 117 0 59 0 0 0 7 0 2 3 1 0 0 166 94 1 0 0 0 0 0 0 0 0 0 0 3 0 0 0 177 13 0 0 0 0 0 1 0 8 0 1 1 0 2 0 0 0 0
"Microbe147" 0 2 21 1 2 2 4 1 7 0 0 1 0 0 0 0 5 0 0 0 0 0 21 0 0 0 8 0 2 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe148" 3 0 1 1 4 1 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe149" 6 0 0 1 3 5 1 0 0 0 0 1 0 3 0 0 1 0 0 0 2 0 0 0 0 0 0 1 1 0 0 7 0 0 0 1 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe150" 20 0 0 1 7 1 0 0 0 0 0 21 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe151" 1 0 0 0 3 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"Microbe152" 0 0 0 0 0 1 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 15 0 0 0 0 1 0 1 3 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe153" 2 2 0 0 3 43 1 0 2 0 0 2 0 3 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"Microbe154" 0 0 0 1 1 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe155" 518 244 63 306 278 515 318 10 43 490 3 239 1 79 163 2 178 0 0 8 286 9 39 23 175 173 3 865 160 113 65 174 103 0 1 3 1 0 8 25 18 82 0 11 689 80 1 10 0 0 0 71 0 21 1 0 8 0 24 2 0 0 1
"Microbe156" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe157" 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 6 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe158" 7 13 0 2 1 3 0 0 2 22 1 0 0 0 3 1 0 0 0 0 0 0 0 0 4 9 0 3 30 0 0 0 0 1 0 0 0 0 0 0 4 0 0 0 2 2 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0
"Microbe159" 1 0 0 0 0 2 1 14 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe160" 0 3 1 2 0 6 59 86 0 0 1 1 1 15 0 40 2 0 1 9 1 0 3 52 3 17 2 0 24 2 2 48 3 145 29 6 1 11 1 13 1 0 4 1 0 0 1 0 0 0 9 1 0 0 8 1 0 1 0 0 0 0 0
"Microbe161" 3 0 6 0 1 1 0 1 0 0 0 0 0 0 0 1 7 1 0 1 0 1 1 0 1 2 1 0 8 0 2 0 2 6 0 1 0 1 0 0 0 2 0 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"Microbe162" 110 1 10 32 92 11 0 2 15 22 0 13 0 0 5 0 134 0 0 0 29 0 0 2 6 0 1 45 31 8 1 0 0 0 1 0 0 0 0 1 8 0 0 0 28 21 0 0 0 0 0 1 1 9 0 1 0 0 2 0 1 0 0
"Microbe163" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe164" 30 0 6 0 7 6 0 1 0 0 0 0 2 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe165" 0 3 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 2 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 4 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe166" 0 0 0 0 0 0 3 3 0 1 1 0 0 0 0 0 0 0 0 0 0 12 0 3 0 3 3 0 0 0 0 0 0 0 1 0 0 3 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe167" 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe168" 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe169" 1 1 6 3 1 14 16 2 0 2 1 4 0 1 1 1 6 1 0 1 0 0 9 0 4 0 4 1 2 0 2 7 0 0 0 0 1 4 0 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 0 0 1 0 0 0 0 0
"Microbe170" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 96 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe171" 0 0 1 0 0 0 2 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3 0 0 0 0 1 0 0 3 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe172" 0 0 0 1 0 3 75 264 0 0 19 0 0 11 2 84 0 11 21 266 1 0 3 35 2 36 19 0 7 0 22 18 3 127 37 69 5 380 0 35 3 2 1 98 0 0 0 3 7 1 0 0 0 0 430 0 0 3 0 0 0 1 0
"Microbe173" 5 0 0 0 4 1 1 0 0 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe174" 2 3 12 0 5 4 4 8 0 1 0 1 0 7 1 3 3 0 0 6 1 1 4 2 4 3 2 2 12 2 3 6 1 4 5 4 1 7 0 5 5 1 2 2 8 13 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0
"Microbe175" 1 10 0 38 0 0 1023 476 0 0 7 0 4 113 0 19 0 394 9 37 30 621 46 156 104 92 179 0 30 119 89 100 1 14 339 4 49 119 9 180 36 1 40 344 0 0 48 311 2 4 1 0 0 0 15 0 6 0 0 4 0 0 0
"Microbe176" 0 0 0 0 0 0 0 15 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe177" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe178" 2 2 1 2 1 2 0 10 1 3 0 3 0 0 2 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Microbe179" 3 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"Microbe180" 35 1308 119 68 20 10 2 13 78 308 0 65 1 7 4 14 6 4 0 0 8 13 4 9 12 5 5 50 69 8 1 0 0 1 4 0 1 7 0 11 6 0 0 2 15 130 1 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0
"Microbe181" 0 0 1 1 0 591 4 0 0 0 1 786 0 0 0 0 0 0 0 24 0 0 0 0 2 0 0 0 0 0 0 1 698 0 0 0 0 0 0 1 0 481 0 0 0 1 0 0 0 0 0 37 0 0 0 0 0 0 0 0 0 0 0
"Microbe182" 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
"Microbe183" 0 0 0 0 1 2 2 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
